('Tax Provision', '18,061,000', '14,527,000', '9,680,000', '10,481,000', '13,372,000')
         686607 function calls (658497 primitive calls) in 2.108 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
       10    0.000    0.000    0.000    0.000 inspect.py:3003(return_annotation)
       10    0.000    0.000    0.000    0.000 inspect.py:2999(parameters)
       10    0.000    0.000    0.000    0.000 inspect.py:2913(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:2630(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
       10    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 enum.py:783(__hash__)
       10    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       10    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        9    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        9    0.000    0.000    0.000    0.000 pathlib.py:567(_parse_args)
        9    0.000    0.000    0.000    0.000 _mixin.py:59(host)
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        9    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        9    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 _connection.py:277(_get_io_object)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        8    0.000    0.000    0.000    0.000 typing.py:407(__getitem__)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        8    0.000    0.000    0.000    0.000 six.py:195(__get_module)
        8    0.000    0.000    0.000    0.000 pathlib.py:619(__str__)
        8    0.000    0.000    0.000    0.000 pathlib.py:587(_from_parts)
        8    0.000    0.000    0.000    0.000 _models.py:59(__init__)
        8    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.000    0.000 _exceptions.py:330(request_context)
        8    0.000    0.000    0.000    0.000 dataclasses.py:305(__set_name__)
        8    0.000    0.000    0.000    0.000 compat.py:49(to_str)
        7    0.000    0.000    0.025    0.004 six.py:85(_import_module)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        7    0.000    0.000    0.000    0.000 _trace.py:8(__init__)
        7    0.000    0.000    0.000    0.000 _trace.py:22(__exit__)
        7    0.000    0.000    0.000    0.000 _trace.py:16(__enter__)
        7    0.000    0.000    0.000    0.000 sre_parse.py:863(_parse_flags)
        7    0.000    0.000    0.000    0.000 _models.py:216(<listcomp>)
        7    0.000    0.000    0.000    0.000 _models.py:207(__getitem__)
        7    0.000    0.000    0.000    0.000 _models.py:123(<listcomp>)
        7    0.000    0.000    0.000    0.000 _models.py:118(raw)
        7    0.000    0.000    0.000    0.000 _headers.py:169(get_comma_header)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:823(__contains__)
        7    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.001    0.000 dataclasses.py:599(_frozen_get_del_attr)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        6    0.000    0.000    0.000    0.000 _synchronization.py:60(__exit__)
        6    0.000    0.000    0.000    0.000 _synchronization.py:56(__enter__)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 pathlib.py:955(__new__)
        6    0.000    0.000    0.000    0.000 pathlib.py:606(_format_parsed_parts)
        6    0.000    0.000    0.000    0.000 normalizers.py:145(encode_component)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 _headers.py:95(__iter__)
        6    0.000    0.000    0.000    0.000 default.py:57(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 dataclasses.py:844(<listcomp>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:843(_hash_add)
        6    0.000    0.000    0.000    0.000 dataclasses.py:664(_is_type)
        6    0.000    0.000    0.000    0.000 dataclasses.py:638(_hash_fn)
        6    0.000    0.000    0.000    0.000 dataclasses.py:624(_cmp_fn)
        6    0.000    0.000    0.000    0.000 dataclasses.py:1050(<listcomp>)
        6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        6    0.000    0.000    0.000    0.000 abc.py:110(register)
        5    0.001    0.000    0.645    0.129 {method 'join' of 'bytes' objects}
        5    0.000    0.000    0.001    0.000 six.py:95(__get__)
        5    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
        5    0.000    0.000    0.000    0.000 typing.py:532(Literal)
        5    0.000    0.000    0.000    0.000 typing.py:284(_flatten_literal_params)
        5    0.000    0.000    0.000    0.000 typing.py:185(_type_repr)
        5    0.000    0.000    0.000    0.000 typing.py:1283(__hash__)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        5    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        5    0.000    0.000    0.000    0.000 six.py:182(_get_module)
        5    0.000    0.000    0.000    0.000 request.py:401(add_header)
        5    0.000    0.000    0.000    0.000 _models.py:271(<listcomp>)
        5    0.000    0.000    0.000    0.000 _models.py:269(__contains__)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        5    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
        5    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        5    0.000    0.000    0.000    0.000 inspect.py:3245(signature)
        5    0.000    0.000    0.000    0.000 inspect.py:3199(__str__)
        5    0.000    0.000    0.000    0.000 inspect.py:3007(replace)
        5    0.000    0.000    0.000    0.000 inspect.py:2991(from_callable)
        5    0.000    0.000    0.000    0.000 inspect.py:2714(__str__)
        5    0.000    0.000    0.000    0.000 inspect.py:2684(default)
        5    0.000    0.000    0.000    0.000 inspect.py:2276(_signature_from_function)
        5    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        5    0.000    0.000    0.000    0.000 inspect.py:2002(_signature_is_functionlike)
        5    0.000    0.000    0.000    0.000 inspect.py:1990(_signature_is_builtin)
        5    0.000    0.000    0.000    0.000 inspect.py:1964(_signature_bound_method)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        5    0.000    0.000    0.000    0.000 __init__.py:1261(append)
        5    0.000    0.000    0.000    0.000 enum.py:260(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:414(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        4    0.001    0.000    0.001    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.074    0.018 connection.py:1(<module>)
        4    0.000    0.000    0.049    0.012 exceptions.py:1(<module>)
        4    0.000    0.000    0.025    0.006 six.py:117(_resolve)
        4    0.000    0.000    0.024    0.006 six.py:215(is_package)
        4    0.000    0.000    0.001    0.000 ssl.py:456(__new__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        4    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1553(<genexpr>)
        4    0.000    0.000    0.000    0.000 six.py:236(exec_module)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        4    0.000    0.000    0.000    0.000 pathlib.py:629(__fspath__)
        4    0.000    0.000    0.000    0.000 pathlib.py:1314(is_file)
        4    0.000    0.000    0.000    0.000 pathlib.py:1090(stat)
        4    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        4    0.000    0.000    0.000    0.000 _mixin.py:77(userinfo)
        4    0.000    0.000    0.000    0.000 _mixin.py:68(port)
        4    0.000    0.000    0.000    0.000 iri.py:80(_match_subauthority)
        4    0.000    0.000    0.000    0.000 __init__.py:1255(__init__)
        4    0.000    0.000    0.000    0.000 _headers.py:92(__init__)
        4    0.000    0.000    0.000    0.000 _headers.py:119(normalize_and_validate)
        4    0.000    0.000    0.000    0.000 functools.py:952(__set_name__)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        4    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:724(_generate_next_value_)
        4    0.000    0.000    0.000    0.000 _content.py:34(__iter__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:816(get)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        3    0.000    0.000    0.050    0.017 api.py:1(<module>)
        3    0.000    0.000    0.015    0.005 utils.py:1(<module>)
        3    0.000    0.000    0.006    0.002 request.py:1(<module>)
        3    0.000    0.000    0.001    0.000 response.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _receivebuffer.py:103(maybe_extract_lines)
        3    0.000    0.000    0.001    0.000 http11.py:133(_send_event)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        3    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _urls.py:73(__init__)
        3    0.000    0.000    0.000    0.000 _urls.py:537(__str__)
        3    0.000    0.000    0.000    0.000 _urls.py:340(is_absolute_url)
        3    0.000    0.000    0.000    0.000 uri.py:85(__new__)
        3    0.000    0.000    0.000    0.000 typing.py:1736(cast)
        3    0.000    0.000    0.000    0.000 typing.py:1093(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
        3    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        3    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        3    0.000    0.000    0.000    0.000 sync.py:28(write)
        3    0.000    0.000    0.000    0.000 _synchronization.py:53(__init__)
        3    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
        3    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        3    0.000    0.000    0.000    0.000 pathlib.py:1430(expanduser)
        3    0.000    0.000    0.000    0.000 parse.py:644(unquote)
        3    0.000    0.000    0.000    0.000 _models.py:89(enforce_stream)
        3    0.000    0.000    0.000    0.000 _models.py:75(<listcomp>)
        3    0.000    0.000    0.000    0.000 _models.py:57(enforce_headers)
        3    0.000    0.000    0.000    0.000 _models.py:512(request)
        3    0.000    0.000    0.000    0.000 _models.py:283(origin)
        3    0.000    0.000    0.000    0.000 _models.py:164(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:126(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _models.py:125(keys)
        3    0.000    0.000    0.000    0.000 _mixin.py:316(unsplit)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 iri.py:126(idna_encoder)
        3    0.000    0.000    0.000    0.000 __init__.py:51(register)
        3    0.000    0.000    0.000    0.000 __init__.py:2219(createLock)
        3    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        3    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
        3    0.000    0.000    0.000    0.000 element.py:33(_alias)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:565(<genexpr>)
        3    0.000    0.000    0.000    0.000 _connection.py:474(send_with_data_passthrough)
        3    0.000    0.000    0.000    0.000 _connection.py:447(send)
        3    0.000    0.000    0.000    0.000 compat.py:56(to_bytes)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:561(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:262(__subclasshook__)
        3    0.000    0.000    0.000    0.000 cgi.py:218(_parseparam)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.008    0.004    0.080    0.040 parser.py:133(goahead)
        2    0.003    0.001    0.003    0.001 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.159    0.080 _api.py:1(<module>)
        2    0.000    0.000    0.051    0.026 _models.py:1(<module>)
        2    0.000    0.000    0.042    0.021 _synchronization.py:1(<module>)
        2    0.000    0.000    0.022    0.011 compat.py:1(<module>)
        2    0.000    0.000    0.017    0.008 parser.py:1(<module>)
        2    0.000    0.000    0.006    0.003 _sockets.py:1(<module>)
        2    0.000    0.000    0.006    0.003 http11.py:1(<module>)
        2    0.000    0.000    0.004    0.002 _streams.py:1(<module>)
        2    0.000    0.000    0.004    0.002 models.py:1(<module>)
        2    0.000    0.000    0.003    0.001 _utils.py:1(<module>)
        2    0.000    0.000    0.003    0.001 codecs.py:319(decode)
        2    0.000    0.000    0.002    0.001 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _compat.py:1(<module>)
        2    0.000    0.000    0.001    0.001 socks.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _readers.py:83(maybe_read_from_SEND_RESPONSE_server)
        2    0.000    0.000    0.001    0.001 http_proxy.py:1(<module>)
        2    0.000    0.000    0.001    0.000 subprocess.py:1(<module>)
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _models.py:1189(info)
        2    0.000    0.000    0.000    0.000 _writers.py:56(__call__)
        2    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        2    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _utils.py:260(trace)
        2    0.000    0.000    0.000    0.000 _utils.py:234(get_logger)
        2    0.000    0.000    0.000    0.000 _urls.py:300(raw_path)
        2    0.000    0.000    0.000    0.000 _urls.py:170(host)
        2    0.000    0.000    0.000    0.000 typing.py:741(__repr__)
        2    0.000    0.000    0.000    0.000 typing.py:2327(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 typing.py:2279(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:2266(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:2248(<dictcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:2247(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:2246(_make_nmtuple)
        2    0.000    0.000    0.000    0.000 typing.py:1548(__init_subclass__)
        2    0.000    0.000    0.000    0.000 types.py:249(coroutine)
        2    0.000    0.000    0.000    0.000 _typedattr.py:28(__init_subclass__)
        2    0.000    0.000    0.000    0.000 threading.py:561(set)
        2    0.000    0.000    0.000    0.000 threading.py:538(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:382(notify_all)
        2    0.000    0.000    0.000    0.000 threading.py:359(notify)
        2    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        2    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sync.py:60(get_extra_info)
        2    0.000    0.000    0.000    0.000 sync.py:19(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:561(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 socks.py:38(set_self_blocking)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:498(close)
        2    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        2    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        2    0.000    0.000    0.000    0.000 pathlib.py:598(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:38(_ignore_error)
        2    0.000    0.000    0.000    0.000 parse.py:112(<genexpr>)
        2    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        2    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        2    0.000    0.000    0.000    0.000 normalizers.py:99(normalize_percent_characters)
        2    0.000    0.000    0.000    0.000 _models.py:78(<listcomp>)
        2    0.000    0.000    0.000    0.000 _models.py:69(<listcomp>)
        2    0.000    0.000    0.000    0.000 _models.py:548(content)
        2    0.000    0.000    0.000    0.000 _models.py:541(url)
        2    0.000    0.000    0.000    0.000 _models.py:355(__init__)
        2    0.000    0.000    0.000    0.000 _models.py:197(update)
        2    0.000    0.000    0.000    0.000 _models.py:169(__eq__)
        2    0.000    0.000    0.000    0.000 _models.py:160(<listcomp>)
        2    0.000    0.000    0.000    0.000 _models.py:154(multi_items)
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 message.py:497(get_all)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        2    0.000    0.000    0.000    0.000 _lxml.py:39(<genexpr>)
        2    0.000    0.000    0.000    0.000 iri.py:83(from_string)
        2    0.000    0.000    0.000    0.000 iri.py:47(__new__)
        2    0.000    0.000    0.000    0.000 iri.py:103(encode)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:902(createLock)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 __init__.py:589(register_treebuilders_from)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        2    0.000    0.000    0.000    0.000 __init__.py:419(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 __init__.py:209(deprecated_argument)
        2    0.000    0.000    0.000    0.000 __init__.py:197(reset)
        2    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 __init__.py:1532(log)
        2    0.000    0.000    0.000    0.000 __init__.py:1307(disable)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:30(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 http11.py:283(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:342(prepare_markup)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:238(handle_entityref)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 functools.py:853(<lambda>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f858e1e71c0}
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 _decoders.py:196(flush)
        2    0.000    0.000    0.000    0.000 _decoders.py:169(__init__)
        2    0.000    0.000    0.000    0.000 datetime.py:792(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        2    0.000    0.000    0.000    0.000 core.py:51(where)
        2    0.000    0.000    0.000    0.000 contextlib.py:285(asynccontextmanager)
        2    0.000    0.000    0.000    0.000 _connection.py:56(_body_framing)
        2    0.000    0.000    0.000    0.000 _connection.py:47(_keep_alive)
        2    0.000    0.000    0.000    0.000 connection_pool.py:329(ConnectionPoolByteStream)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:181(_close_expired_connections)
        2    0.000    0.000    0.000    0.000 connection_pool.py:15(RequestStatus)
        2    0.000    0.000    0.000    0.000 _config.py:203(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:978(clear)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:857(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:835(items)
        2    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        2    0.000    0.000    0.000    0.000 _client.py:427(_build_auth)
        2    0.000    0.000    0.000    0.000 _client.py:296(cookies)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _auth.py:54(sync_auth_flow)
        2    0.000    0.000    0.000    0.000 _auth.py:30(auth_flow)
        2    0.000    0.000    0.000    0.000 api.py:41(iri_reference)
        1    0.166    0.166    0.166    0.166 {method 'connect' of '_socket.socket' objects}
        1    0.085    0.085    0.085    0.085 {method 'do_handshake' of '_ssl._SSLSocket' objects}
        1    0.055    0.055    0.055    0.055 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
        1    0.019    0.019    0.019    0.019 {built-in method _socket.getaddrinfo}
        1    0.004    0.004    0.027    0.027 dammit.py:70(_populate_class_variables)
        1    0.001    0.001    0.001    0.001 http_proxy.py:150(ForwardHTTPConnection)
        1    0.001    0.001    0.001    0.001 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    2.108    2.108 financial_enhanced.py:1(<module>)
        1    0.000    0.000    1.782    1.782 financial_enhanced.py:7(parse)
        1    0.000    0.000    1.782    1.782 financial_enhanced.py:39(run)
        1    0.000    0.000    1.686    1.686 _api.py:23(request)
        1    0.000    0.000    1.686    1.686 _api.py:167(get)
        1    0.000    0.000    1.629    1.629 _client.py:761(request)
        1    0.000    0.000    1.628    1.628 _client.py:869(send)
        1    0.000    0.000    0.983    0.983 _client.py:989(_send_single_request)
        1    0.000    0.000    0.983    0.983 _client.py:952(_send_handling_redirects)
        1    0.000    0.000    0.983    0.983 _client.py:918(_send_handling_auth)
        1    0.000    0.000    0.980    0.980 default.py:199(handle_request)
        1    0.000    0.000    0.979    0.979 connection.py:54(handle_request)
        1    0.000    0.000    0.979    0.979 connection_pool.py:200(handle_request)
        1    0.000    0.000    0.708    0.708 http11.py:55(handle_request)
        1    0.000    0.000    0.706    0.706 http11.py:141(_receive_response_headers)
        1    0.000    0.000    0.645    0.645 _models.py:787(read)
        1    0.000    0.000    0.271    0.271 connection.py:92(_connect)
        1    0.000    0.000    0.186    0.186 sync.py:75(connect_tcp)
        1    0.000    0.000    0.186    0.186 socket.py:808(create_connection)
        1    0.000    0.000    0.110    0.110 _client.py:1(<module>)
        1    0.000    0.000    0.098    0.098 element.py:1(<module>)
        1    0.000    0.000    0.085    0.085 sync.py:42(start_tls)
        1    0.000    0.000    0.085    0.085 ssl.py:506(wrap_socket)
        1    0.000    0.000    0.085    0.085 ssl.py:1334(do_handshake)
        1    0.000    0.000    0.085    0.085 ssl.py:1013(_create)
        1    0.000    0.000    0.080    0.080 parser.py:103(feed)
        1    0.000    0.000    0.080    0.080 __init__.py:444(_feed)
        1    0.000    0.000    0.080    0.080 __init__.py:120(__init__)
        1    0.000    0.000    0.080    0.080 _htmlparser.py:391(feed)
        1    0.000    0.000    0.064    0.064 css_parser.py:1(<module>)
        1    0.000    0.000    0.057    0.057 default.py:113(__init__)
        1    0.000    0.000    0.057    0.057 _client.py:704(_init_transport)
        1    0.000    0.000    0.057    0.057 _client.py:621(__init__)
        1    0.000    0.000    0.056    0.056 _config.py:98(load_ssl_context_verify)
        1    0.000    0.000    0.056    0.056 _config.py:75(load_ssl_context)
        1    0.000    0.000    0.056    0.056 _config.py:61(__init__)
        1    0.000    0.000    0.056    0.056 _config.py:43(create_ssl_context)
        1    0.000    0.000    0.052    0.052 default.py:1(<module>)
        1    0.000    0.000    0.052    0.052 _auth.py:1(<module>)
        1    0.000    0.000    0.040    0.040 _urls.py:1(<module>)
        1    0.000    0.000    0.039    0.039 iri.py:1(<module>)
        1    0.000    0.000    0.036    0.036 misc.py:1(<module>)
        1    0.000    0.000    0.035    0.035 css_parser.py:431(CSSParser)
        1    0.000    0.000    0.032    0.032 formatter.py:1(<module>)
        1    0.000    0.000    0.031    0.031 dammit.py:1(<module>)
        1    0.000    0.000    0.031    0.031 connectionpool.py:1(<module>)
        1    0.000    0.000    0.028    0.028 dammit.py:67(EntitySubstitution)
        1    0.000    0.000    0.025    0.025 _fileio.py:1(<module>)
        1    0.000    0.000    0.024    0.024 to_thread.py:1(<module>)
